"","Gender","Age","Education_level","Employment_status","Income_group","Country","Household_members_number","Number_vehicles_household","Leisure_trips_number","Plan_to_purchase_vehicle","buy_electric"
"249","M",33,"Upper secondary (high school)","Full time employed","low","Austria","two",2,1,"Yes, in the next 2 years",FALSE
"250","F",29,"Tertiary and higher (University degree or PhD)","Part time employed","middle","Austria","three",1,0,"No",FALSE
"251","M",64,"Tertiary and higher (University degree or PhD)","Retired","middle","Austria","one (myself)",1,3,"Don’t know/no answer",TRUE
"252","F",52,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Austria","three",2,1,"Yes, in the next 2 years",FALSE
"253","M",60,"Primary (elementary school)","Part time employed","low","Austria","two",1,5,"No",FALSE
"254","F",37,"Lower secondary (upper elementary school)","Full time employed","middle","Austria","two",2,3,"No",FALSE
"255","F",63,"Lower secondary (upper elementary school)","Retired","low","Austria","two",2,0,"No",FALSE
"256","F",24,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Austria","five",2,20,"Yes, in the next 12 months",TRUE
"257","M",42,"Primary (elementary school)","Full time employed","lower middle","Austria","one (myself)",0,0,"Don’t know/no answer",TRUE
"258","F",44,"Tertiary and higher (University degree or PhD)","Full time employed","high","Austria","two",2,5,"Yes, in the next 12 months",FALSE
"259","F",40,"Lower secondary (upper elementary school)","Full time employed","lower middle","Austria","four",2,2,"Yes, in the next 2 years",FALSE
"260","F",39,"Upper secondary (high school)","Full time employed","middle","Austria","three",1,0,"Yes, in the next 2 years",TRUE
"261","M",40,"Lower secondary (upper elementary school)","Full time employed","lower middle","Austria","three",2,6,"Yes, in the next 2 years",FALSE
"262","M",61,"Lower secondary (upper elementary school)","Retired","middle","Austria","two",2,8,"No",TRUE
"263","M",35,"Upper secondary (high school)","Full time employed","low","Austria","three",1,0,"Yes, in the next 6 months",FALSE
"264","M",49,"Upper secondary (high school)","Full time employed","middle","Austria","three",2,2,"Don’t know/no answer",FALSE
"265","M",43,"Upper secondary (high school)","Full time employed","middle","Austria","two",2,8,"Yes, in the next 12 months",TRUE
"266","M",45,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Austria","three",1,3,"No",TRUE
"267","F",35,"Upper secondary (high school)","Full time employed","middle","Austria","one (myself)",0,1,"No",FALSE
"268","M",37,"Tertiary and higher (University degree or PhD)","Full time employed","high","Austria","two",3,3,"Don’t know/no answer",TRUE
"269","F",50,"Upper secondary (high school)","Full time employed","middle","Austria","two",2,2,"No",FALSE
"270","F",30,"Upper secondary (high school)","Part time employed","middle","Austria","four",2,1,"Yes, in the next 2 years",FALSE
"271","F",31,"Upper secondary (high school)","Part time employed","middle","Austria","three",4,1,"No",TRUE
"272","F",36,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Austria","two",2,0,"Yes, in the next 2 years",FALSE
"273","M",42,"Primary (elementary school)","Full time employed","middle","Austria","one (myself)",0,3,"No",FALSE
"274","F",33,"Lower secondary (upper elementary school)","Other","middle","Austria","four",1,1,"Yes, in the next 2 years",TRUE
"275","F",24,"Lower secondary (upper elementary school)","Full time employed","middle","Austria","three",2,5,"No",TRUE
"276","F",56,"Lower secondary (upper elementary school)","Full time employed","lower middle","Austria","one (myself)",1,0,"Yes, in the next 2 years",FALSE
"277","F",21,"Upper secondary (high school)","Full time employed","lower middle","Austria","two",2,2,"Yes, in the next 12 months",FALSE
"278","M",42,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Austria","three",1,1,"No",FALSE
"279","M",19,"Upper secondary (high school)","Studying","middle","Austria","five",2,1,"Yes, in the next 2 years",TRUE
"280","F",44,"Upper secondary (high school)","I prefer not to answer","higher middle","Austria","three",1,1,"Yes, in the next 2 years",TRUE
"281","M",53,"Lower secondary (upper elementary school)","Full time employed","middle","Austria","two",1,2,"Yes, in the next 6 months",TRUE
"282","M",41,"Upper secondary (high school)","Full time employed","middle","Austria","three",2,3,"Yes, in the next 6 months",TRUE
"283","F",60,"Primary (elementary school)","Full time employed","low","Austria","two",1,2,"Yes, in the next 12 months",FALSE
"284","M",58,"Tertiary and higher (University degree or PhD)","Retired","lower middle","Austria","four",3,0,"No",TRUE
"285","M",28,"Lower secondary (upper elementary school)","Full time employed","higher middle","Austria","four",1,0,"No",TRUE
"286","F",24,"Upper secondary (high school)","Part time employed","higher middle","Austria","three",1,3,"Yes, in the next 2 years",TRUE
"287","F",22,"Upper secondary (high school)","Full time employed","middle","Austria","two",1,7,"Yes, in the next 2 years",FALSE
"288","M",54,"Lower secondary (upper elementary school)","Full time employed","middle","Austria","two",1,2,"Yes, in the next 2 years",TRUE
"289","M",53,"Upper secondary (high school)","Full time employed","higher middle","Austria","two",3,1,"Don’t know/no answer",TRUE
"290","M",45,"Upper secondary (high school)","Full time employed","middle","Austria","four",2,6,"Yes, in the next 6 months",FALSE
"291","M",52,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Austria","two",2,1,"No",TRUE
"292","F",26,"Upper secondary (high school)","Studying","middle","Austria","four",2,6,"Yes, in the next 12 months",FALSE
"293","F",26,"Upper secondary (high school)","Part time employed","higher middle","Austria","three",1,10,"Yes, in the next 2 years",TRUE
"294","M",38,"Upper secondary (high school)","Full time employed","I prefer not to answer","Austria","one (myself)",1,8,"No",FALSE
"295","M",18,"Upper secondary (high school)","Studying","middle","Austria","more than five",2,1,"Yes, in the next 12 months",TRUE
"296","M",33,"Upper secondary (high school)","Full time employed","higher middle","Austria","two",3,2,"Yes, in the next 12 months",TRUE
"297","M",54,"Upper secondary (high school)","Full time employed","middle","Austria","two",2,1,"No",TRUE
"298","F",25,"Lower secondary (upper elementary school)","Other","lower middle","Austria","three",2,0,"No",FALSE
"299","M",53,"Lower secondary (upper elementary school)","Full time employed","low","Austria","one (myself)",1,0,"Yes, in the next 12 months",FALSE
"300","M",22,"Upper secondary (high school)","Other","lower middle","Austria","two",1,1,"No",TRUE
"301","M",39,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Austria","one (myself)",1,10,"Yes, in the next 2 years",TRUE
"302","F",49,"Primary (elementary school)","Full time employed","I prefer not to answer","Austria","three",1,1,"Yes, in the next 2 years",FALSE
"303","F",46,"Upper secondary (high school)","Full time employed","middle","Austria","two",2,0,"Yes, in the next 2 years",TRUE
"304","F",39,"Upper secondary (high school)","Full time employed","higher middle","Austria","four",3,1,"Yes, in the next 2 years",TRUE
"305","F",53,"Lower secondary (upper elementary school)","Full time employed","middle","Austria","one (myself)",1,1,"Yes, in the next 2 years",FALSE
"306","F",29,"Upper secondary (high school)","Studying","middle","Austria","two",2,1,"Yes, in the next 2 years",FALSE
"307","F",36,"Lower secondary (upper elementary school)","Part time employed","middle","Austria","three",2,1,"No",FALSE
"308","F",35,"Upper secondary (high school)","Full time employed","middle","Austria","four",1,23,"Yes, in the next 6 months",TRUE
"309","F",51,"Lower secondary (upper elementary school)","Unemployed","low","Austria","one (myself)",1,3,"No",TRUE
"310","F",43,"Upper secondary (high school)","Part time employed","high","Austria","four",2,2,"Yes, in the next 2 years",FALSE
"311","M",59,"Primary (elementary school)","Other","lower middle","Austria","four",2,2,"No",TRUE
"312","M",48,"Tertiary and higher (University degree or PhD)","Unemployed","low","Austria","two",1,5,"No",FALSE
"313","M",42,"Upper secondary (high school)","Full time employed","middle","Austria","five",2,1,"Yes, in the next 2 years",TRUE
"314","M",61,"Primary (elementary school)","Retired","lower middle","Austria","two",1,2,"No",TRUE
"315","F",60,"Primary (elementary school)","Retired","lower middle","Austria","one (myself)",1,1,"No",FALSE
"316","F",40,"Primary (elementary school)","Part time employed","lower middle","Austria","five",1,2,"No",FALSE
"317","M",18,"Upper secondary (high school)","Studying","middle","Austria","four",3,3,"Yes, in the next 6 months",FALSE
"318","M",34,"Upper secondary (high school)","Full time employed","middle","Austria","four",2,5,"Yes, in the next 12 months",TRUE
"319","F",32,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Austria","two",2,3,"Yes, in the next 2 years",TRUE
"320","M",32,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Austria","two",1,2,"No",TRUE
"321","F",27,"Upper secondary (high school)","Studying","middle","Austria","two",1,1,"No",FALSE
"322","F",42,"Upper secondary (high school)","Full time employed","middle","Austria","four",3,2,"No",TRUE
"323","M",29,"Tertiary and higher (University degree or PhD)","Part time employed","middle","Austria","two",1,0,"Yes, in the next 2 years",TRUE
"324","F",37,"Lower secondary (upper elementary school)","Unemployed","low","Austria","one (myself)",2,1,"No",FALSE
"325","F",53,"Upper secondary (high school)","Other","middle","Austria","four",1,1,"Yes, in the next 2 years",TRUE
"326","M",59,"Upper secondary (high school)","Full time employed","middle","Austria","two",1,0,"Yes, in the next 2 years",TRUE
"327","F",60,"Primary (elementary school)","Retired","low","Austria","one (myself)",1,1,"Yes, in the next 2 years",FALSE
"328","M",35,"Lower secondary (upper elementary school)","Full time employed","middle","Austria","two",2,0,"No",TRUE
"329","M",51,"Primary (elementary school)","Full time employed","middle","Austria","four",4,10,"No",TRUE
"330","F",62,"Tertiary and higher (University degree or PhD)","Retired","higher middle","Austria","two",2,2,"Don’t know/no answer",TRUE
"331","F",48,"Upper secondary (high school)","Part time employed","I prefer not to answer","Austria","four",1,1,"No",FALSE
"332","F",39,"Upper secondary (high school)","Full time employed","higher middle","Austria","two",2,0,"Yes, in the next 2 years",TRUE
"333","M",48,"Primary (elementary school)","Full time employed","middle","Austria","one (myself)",1,1,"Yes, in the next 12 months",TRUE
"334","M",19,"Tertiary and higher (University degree or PhD)","Studying","middle","Austria","four",4,1,"Yes, in the next 2 years",TRUE
"335","M",33,"Upper secondary (high school)","Full time employed","lower middle","Austria","three",1,0,"No",TRUE
"336","M",31,"Upper secondary (high school)","Full time employed","middle","Austria","five",4,3,"Don’t know/no answer",FALSE
"337","F",63,"Upper secondary (high school)","Full time employed","lower middle","Austria","one (myself)",1,0,"No",FALSE
"338","M",20,"Upper secondary (high school)","Full time employed","middle","Austria","four",4,9,"Yes, in the next 12 months",TRUE
"339","F",36,"Lower secondary (upper elementary school)","Part time employed","middle","Austria","three",1,2,"No",FALSE
"340","F",31,"Upper secondary (high school)","Part time employed","middle","Austria","three",3,1,"No",FALSE
"341","F",33,"Tertiary and higher (University degree or PhD)","Other","lower middle","Austria","four",1,2,"Yes, in the next 2 years",TRUE
"342","F",60,"Tertiary and higher (University degree or PhD)","Unemployed","low","Austria","three",1,1,"Don’t know/no answer",FALSE
"343","M",36,"Upper secondary (high school)","Full time employed","middle","Austria","one (myself)",1,4,"No",FALSE
"344","M",30,"Tertiary and higher (University degree or PhD)","Unemployed","lower middle","Austria","four",2,1,"Yes, in the next 12 months",TRUE
"345","M",56,"Lower secondary (upper elementary school)","Full time employed","lower middle","Austria","one (myself)",1,0,"No",FALSE
"346","M",35,"Lower secondary (upper elementary school)","Full time employed","higher middle","Austria","two",2,2,"No",TRUE
"347","F",51,"Upper secondary (high school)","Full time employed","lower middle","Austria","three",1,0,"Yes, in the next 2 years",TRUE
"348","F",48,"Upper secondary (high school)","Part time employed","higher middle","Austria","four",1,5,"Yes, in the next 6 months",TRUE
"349","F",62,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Austria","two",2,8,"Don’t know/no answer",FALSE
"350","M",35,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Austria","four",3,4,"No",FALSE
"351","F",23,"Upper secondary (high school)","Studying","low","Austria","two",0,3,"Yes, in the next 12 months",FALSE
